tag,family,theta,rho,ratio,control,depth_mm,pitch_mm,tip_mm,tip_fraction,aspect,lattice,tilt_deg
R_ref_d50_p13,ridge,40.0,0.00031078295432962477,0.006215661309486202,0.04999998211860657,50.0,13.0,0.8,0.06153846153846154,3.8461538461538463,-,0.0
R_ref_d50_p13,ridge,50.0,0.00037189028807915747,0.007437807867390654,0.049999985843896866,50.0,13.0,0.8,0.06153846153846154,3.8461538461538463,-,0.0
R_ref_d50_p13,ridge,60.0,0.0005090011982247233,0.010180029122099133,0.04999997466802597,50.0,13.0,0.8,0.06153846153846154,3.8461538461538463,-,0.0
R_ref_d50_p13,ridge,70.0,0.0009168791002593935,0.018337588563220583,0.04999998211860657,50.0,13.0,0.8,0.06153846153846154,3.8461538461538463,-,0.0
R_ref_d50_p13,ridge,80.0,0.0025789900682866573,0.05157981212612048,0.049999989569187164,50.0,13.0,0.8,0.06153846153846154,3.8461538461538463,-,0.0
R_ref_d50_p08,ridge,-80.0,0.0021803316194564104,0.043606641486182526,0.049999989569187164,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,-70.0,0.0010032347636297345,0.020064702448291463,0.04999998211860657,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,-60.0,0.0006765371654182673,0.01353075016357758,0.04999997466802597,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,-50.0,0.0005252991104498506,0.010505985183473206,0.049999985843896866,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,-40.0,0.0004511019214987755,0.009022041656509038,0.04999998211860657,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,-30.0,0.0004011888231616467,0.00802377873494172,0.049999985843896866,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,-20.0,0.0003814451047219336,0.007628904822747644,0.04999998211860657,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,-10.0,0.0003657460620161146,0.007314924401347453,0.04999997839331627,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,0.0,0.00038800190668553114,0.007760041487085866,0.04999997839331627,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,10.0,0.0003647584526333958,0.007295172205157488,0.04999997839331627,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,20.0,0.0003809552872553468,0.007619108469912458,0.04999998211860657,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,30.0,0.00039885053411126137,0.007977012940693586,0.049999985843896866,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,40.0,0.0004479818744584918,0.008959640693387042,0.04999998211860657,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,50.0,0.0005275895236991346,0.010551793461428222,0.049999985843896866,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,60.0,0.0006634613964706659,0.01326923465213147,0.04999997466802597,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,70.0,0.0009940714808180928,0.0198814367265177,0.04999998211860657,50.0,8.0,0.8,0.1,6.25,-,0.0
R_ref_d50_p08,ridge,80.0,0.002176078502088785,0.043521579121084626,0.049999989569187164,50.0,8.0,0.8,0.1,6.25,-,0.0
C_tip005,cone3d,-80.0,0.001674465835094452,0.033489323688306386,0.049999989569187164,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,-70.0,0.000425700971391052,0.008514022472672751,0.04999998211860657,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,-60.0,0.00012838072143495083,0.0025676155382521543,0.04999997839331627,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,-50.0,6.042894528945908e-05,0.0012085793380108344,0.04999998211860657,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,-40.0,3.777236634050496e-05,0.0007554475969792132,0.04999998211860657,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,-30.0,2.8853257390437648e-05,0.0005770653971781435,0.04999997839331627,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,-20.0,3.270256638643332e-05,0.0006540516103663922,0.04999997839331627,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,-10.0,0.00024493964156135917,0.0048987953131502966,0.04999997466802597,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,0.0,0.000332738010911271,0.006654763093972649,0.04999997839331627,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,10.0,0.0001607908052392304,0.003215817734044834,0.04999997466802597,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,20.0,3.1987205147743225e-05,0.000639744379409954,0.04999997839331627,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,30.0,2.7790965759777464e-05,0.0005558195553838961,0.04999997839331627,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,40.0,3.693069447763264e-05,0.0007386141537016583,0.04999998211860657,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,50.0,5.770151983597316e-05,0.001154030809433042,0.04999998211860657,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,60.0,0.00012092605902580544,0.0024185222256410052,0.04999997839331627,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,70.0,0.00039836482028476894,0.00796729925502363,0.04999998211860657,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip005,cone3d,80.0,0.0015508998185396194,0.031017723210537175,0.05000044032931328,50.0,13.0,0.1,5.366270308385261e-05,3.8461538461538463,hex,0.0
C_tip020,cone3d,-80.0,0.001631829421967268,0.032636595247869694,0.049999989569187164,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,-70.0,0.00041044590761885047,0.008208921088115962,0.04999998211860657,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,-60.0,0.0001285633334191516,0.002571267779514426,0.04999997839331627,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,-50.0,6.343376298900694e-05,0.00126867571349393,0.04999998211860657,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,-40.0,4.130557499593124e-05,0.0008261117953592255,0.04999998211860657,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,-30.0,3.250129520893097e-05,0.0006500261850768234,0.04999997839331627,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,-20.0,3.58116885763593e-05,0.0007162340810360514,0.04999997839331627,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,-10.0,0.00024294991453643888,0.004859000752490395,0.04999997466802597,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,0.0,0.0003345779550727457,0.006691561993104187,0.04999997839331627,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,10.0,0.00016065644740592688,0.003213130576017344,0.04999997466802597,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,20.0,3.4810589568223804e-05,0.0006962120922211658,0.04999997839331627,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,30.0,3.154639489366673e-05,0.0006309281705186434,0.04999997839331627,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,40.0,4.045396053697914e-05,0.0008090795000889599,0.04999998211860657,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,50.0,6.048324939911254e-05,0.0012096654205923168,0.04999998211860657,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,60.0,0.00012143683125032112,0.0024287376745457585,0.04999997839331627,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,70.0,0.0003873182868119329,0.007746368506555917,0.04999998211860657,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip020,cone3d,80.0,0.0015126473736017942,0.03025268104919046,0.05000044032931328,50.0,13.0,0.4,0.0008586032493416417,3.8461538461538463,hex,0.0
C_tip040,cone3d,-80.0,0.0015693404711782932,0.031386815971365924,0.049999989569187164,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,-70.0,0.0003957024891860783,0.007914052614007334,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,-60.0,0.00013528706040233374,0.0027057423772890708,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,-50.0,7.454414298990741e-05,0.0014908833929795984,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,-40.0,5.348742342903279e-05,0.0010697488511526574,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,-30.0,4.503236777964048e-05,0.0009006477447930291,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,-20.0,4.763279503094964e-05,0.0009526563122938656,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,-10.0,0.0002475979272276163,0.004951961053411302,0.04999997466802597,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,0.0,0.00034435626002959907,0.006887128176751988,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,10.0,0.00016795151168480515,0.003359031935514298,0.04999997466802597,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,20.0,4.640200495487079e-05,0.0009280405001349673,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,30.0,4.411314148455858e-05,0.000882263210946815,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,40.0,5.274180875858292e-05,0.0010548365524106064,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,50.0,7.190440373960882e-05,0.0014380885890927335,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,60.0,0.000128584768390283,0.002571696479122309,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,70.0,0.0003763494605664164,0.0075269919031903994,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip040,cone3d,80.0,0.0014664975460618734,0.029329692626769207,0.05000044032931328,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tip080,cone3d,-80.0,0.001455383957363665,0.029107685219609634,0.049999989569187164,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,-70.0,0.00039284524973481894,0.00785690780454557,0.04999998211860657,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,-60.0,0.0001731869124341756,0.003463739745482096,0.04999997839331627,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,-50.0,0.0001219591504195705,0.0024391838807115425,0.04999998211860657,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,-40.0,0.00010338677384424955,0.002067736216365087,0.04999998211860657,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,-30.0,9.523829794488847e-05,0.0019047667820116382,0.04999997839331627,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,-20.0,9.60106190177612e-05,0.0019202132101440146,0.04999997839331627,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,-10.0,0.00028068790561519563,0.0056137609564568475,0.04999997466802597,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,0.0,0.00038801899063400924,0.007760383166203079,0.04999997839331627,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,10.0,0.00020690294331870973,0.004138060962879252,0.04999997466802597,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,20.0,9.496870916336775e-05,0.001899375004051255,0.04999997839331627,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,30.0,9.447942284168676e-05,0.0018895892733888913,0.04999997839331627,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,40.0,0.00010270845086779445,0.0020541697519842394,0.04999998211860657,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,50.0,0.00011957444075960666,0.002391489670455487,0.04999998211860657,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,60.0,0.00016617498476989567,0.00332350113159467,0.04999997839331627,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,70.0,0.00037750921910628676,0.007550187082283049,0.04999998211860657,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_tip080,cone3d,80.0,0.0013811024837195873,0.02762180642057069,0.05000044032931328,50.0,13.0,1.6,0.013737651989466268,3.8461538461538463,hex,0.0
C_d30,cone3d,-80.0,0.0027556680142879486,0.05511337178330429,0.049999989569187164,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,-70.0,0.001097382977604866,0.021947667401194835,0.04999998211860657,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,-60.0,0.00032523396657779813,0.006504682142448159,0.04999997839331627,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,-50.0,0.0001238182740053162,0.002476366365723949,0.04999998211860657,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,-40.0,7.216465019155294e-05,0.001443293519993044,0.04999998211860657,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,-30.0,5.6790293456288055e-05,0.001135806359945937,0.04999997839331627,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,-20.0,8.85879053384997e-05,0.001771758872406666,0.04999997839331627,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,-10.0,0.00022350289509631693,0.0044700601666353,0.04999997466802597,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,0.0,0.0004315920523367822,0.008631844776846446,0.04999997839331627,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,10.0,0.00025729925255291164,0.005145987658218747,0.04999997466802597,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,20.0,0.00010014097642851993,0.002002820394056535,0.04999997839331627,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,30.0,5.749320189352147e-05,0.0011498645347656161,0.04999997839331627,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,40.0,7.315179391298443e-05,0.0014630364014822787,0.04999998211860657,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,50.0,0.0001267954066861421,0.002535909040634587,0.04999998211860657,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,60.0,0.0003277856740169227,0.006555716313284234,0.04999997839331627,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,70.0,0.00107254006434232,0.02145080895825349,0.04999998211860657,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d30,cone3d,80.0,0.0025819065049290657,0.05163767534693882,0.05000044032931328,30.0,13.0,0.8,0.003434412997366567,2.3076923076923075,hex,0.0
C_d80,cone3d,-80.0,0.0009401882416568696,0.018803768755909243,0.049999989569187164,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,-70.0,0.0002573927631601691,0.005147857104220547,0.04999998211860657,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,-60.0,0.00010370367090217769,0.0020740743143209087,0.04999997839331627,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,-50.0,6.013086749590002e-05,0.0012026177800076338,0.04999998211860657,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,-40.0,4.5183172915130854e-05,0.0009036637814779692,0.04999998211860657,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,-30.0,3.919974551536143e-05,0.0007839952490979764,0.04999997839331627,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,-20.0,3.7203735701041296e-05,0.0007440750355607053,0.04999997839331627,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,-10.0,4.8616155254421756e-05,0.0009723235977059576,0.04999997466802597,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,0.0,0.00024032309011090547,0.004806463879253008,0.04999997839331627,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,10.0,5.9609446907415986e-05,0.00119218954215861,0.04999997466802597,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,20.0,3.641377406893298e-05,0.0007282757960911555,0.04999997839331627,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,30.0,3.81862155336421e-05,0.0007637246407039773,0.04999997839331627,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,40.0,4.3804102460853755e-05,0.0008760823625285431,0.04999998211860657,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,50.0,5.790123759652488e-05,0.0011580251660725696,0.04999998211860657,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,60.0,9.86781160463579e-05,0.0019735631737702645,0.04999997839331627,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,70.0,0.00024542916798964143,0.004908585115239662,0.04999998211860657,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d80,cone3d,80.0,0.0009614079026505351,0.019227988720069325,0.05000044032931328,80.0,13.0,0.8,0.003434412997366567,6.153846153846154,hex,0.0
C_d120,cone3d,-80.0,0.000874191231559962,0.017483828278610048,0.049999989569187164,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,-70.0,0.00027022301219403744,0.005404462176667038,0.04999998211860657,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,-60.0,0.0001157175429398194,0.0023143518589057613,0.04999997839331627,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,-50.0,6.60320874885656e-05,0.001320642222069775,0.04999998211860657,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,-40.0,4.7434190491912887e-05,0.000948684149114148,0.04999998211860657,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,-30.0,4.0302929846802726e-05,0.0008060589452612685,0.04999997839331627,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,-20.0,3.7430287193274125e-05,0.0007486060673633732,0.04999997839331627,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,-10.0,4.6324053982971236e-05,0.0009264815490515555,0.04999997466802597,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,0.0,0.0001841881894506514,0.0036837653808920985,0.04999997839331627,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,10.0,3.697798092616722e-05,0.0007395599932136352,0.04999997466802597,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,20.0,4.1171682823915035e-05,0.0008234340123118662,0.04999997839331627,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,30.0,3.903165634255856e-05,0.0007806334641891787,0.04999997839331627,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,40.0,4.59859220427461e-05,0.0009197187697719853,0.04999998211860657,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,50.0,6.515079439850524e-05,0.0013030163539650664,0.04999998211860657,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,60.0,0.00011860254016937688,0.0023720518284310104,0.04999997839331627,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,70.0,0.00026811606949195266,0.005362323307555309,0.04999998211860657,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_d120,cone3d,80.0,0.000806976982858032,0.01613939752416407,0.05000044032931328,120.0,13.0,0.8,0.003434412997366567,9.23076923076923,hex,0.0
C_p08,cone3d,-80.0,0.0007487552938982844,0.014975109002016873,0.049999989569187164,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,-70.0,0.00020342205243650824,0.004068442503718586,0.04999998211860657,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,-60.0,0.00010537964408285916,0.0021075937924194335,0.04999997839331627,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,-50.0,7.764017937006429e-05,0.0015528041427273218,0.04999998211860657,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,-40.0,6.652624142589048e-05,0.0013305253043507383,0.04999998211860657,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,-30.0,6.17428740952164e-05,0.0012348580155280597,0.04999997839331627,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,-20.0,6.01818501309026e-05,0.0012036375227503578,0.04999997839331627,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,-10.0,8.618907304480672e-05,0.001723782334232321,0.04999997466802597,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,0.0,0.0002968462649732828,0.00593692786501211,0.04999997839331627,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,10.0,9.019109711516649e-05,0.0018038228561912046,0.04999997466802597,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,20.0,5.897559822187759e-05,0.0011795124741446116,0.04999997839331627,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,30.0,6.143367500044405e-05,0.001228674030960305,0.04999997839331627,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,40.0,6.651801959378645e-05,0.0013303608676498507,0.04999998211860657,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,50.0,7.798325532348827e-05,0.0015596656642496726,0.04999998211860657,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,60.0,0.00010670730989659205,0.0021341471201686783,0.04999997839331627,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,70.0,0.00020824727835133672,0.004164947056527873,0.04999998211860657,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p08,cone3d,80.0,0.000775914522819221,0.015518153794424347,0.05000044032931328,50.0,8.0,0.8,0.00906899682117109,6.25,hex,0.0
C_p20,cone3d,-80.0,0.0025610425509512424,0.05122086170452928,0.049999989569187164,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,-70.0,0.0009181326604448259,0.018362659775895396,0.04999998211860657,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,-60.0,0.00026529646129347384,0.005305931518741161,0.04999997839331627,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
