tag,cells,panel,seed,pitch,depth,wall,paint_frac,paint_mm,shallow,deep,aspect,tip_frac,samples,theta,rho,rho_at60,params_json
RR_p08.0_d80.0_w0.03_f015_s101,25.0,200.0,101,8.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,10.0,0.0075,128,-20.0,0.0011128118494525552,0.0016542568725223343,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 200.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 8.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p08.0_d80.0_w0.03_f015_s101,25.0,200.0,101,8.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,10.0,0.0075,128,-40.0,0.0016393224941566586,0.0016542568725223343,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 200.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 8.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p08.0_d80.0_w0.03_f015_s101,25.0,200.0,101,8.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,10.0,0.0075,128,20.0,0.0011119383852928877,0.0016542568725223343,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 200.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 8.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p08.0_d80.0_w0.03_f015_s101,25.0,200.0,101,8.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,10.0,0.0075,128,40.0,0.00161467504221946,0.0016542568725223343,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 200.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 8.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p08.0_d80.0_w0.03_f015_s102,25.0,200.0,102,8.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,10.0,0.0075,128,0.0,0.0003279654192738235,0.0016542568725223343,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 200.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 8.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p08.0_d80.0_w0.03_f015_s102,25.0,200.0,102,8.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,10.0,0.0075,128,-20.0,0.001105972216464579,0.0016542568725223343,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 200.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 8.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p08.0_d80.0_w0.03_f015_s102,25.0,200.0,102,8.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,10.0,0.0075,128,-40.0,0.0016298153204843402,0.0016542568725223343,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 200.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 8.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p08.0_d80.0_w0.03_f015_s102,25.0,200.0,102,8.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,10.0,0.0075,128,20.0,0.0011099211405962706,0.0016542568725223343,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 200.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 8.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p08.0_d80.0_w0.03_f015_s102,25.0,200.0,102,8.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,10.0,0.0075,128,40.0,0.0016189489979296923,0.0016542568725223343,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 200.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 8.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s23,25.0,130.0,23,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,0.0,0.0003858066047541797,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s23,25.0,130.0,23,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,-20.0,0.001173830358311534,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s23,25.0,130.0,23,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,-40.0,0.0016617716755717993,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s23,25.0,130.0,23,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,20.0,0.0011669049272313714,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s23,25.0,130.0,23,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,40.0,0.001656348817050457,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s101,25.0,130.0,101,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,0.0,0.00038340548053383827,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s101,25.0,130.0,101,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,-20.0,0.0011716074077412486,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s101,25.0,130.0,101,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,-40.0,0.0016626589931547642,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s101,25.0,130.0,101,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,20.0,0.0011678283335641026,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s101,25.0,130.0,101,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,40.0,0.0016531494911760092,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s102,25.0,130.0,102,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,0.0,0.0003846861363854259,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s102,25.0,130.0,102,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,-20.0,0.0011550519848242402,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s102,25.0,130.0,102,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,-40.0,0.0016611277824267745,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s102,25.0,130.0,102,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,20.0,0.0011759796179831028,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d50.0_w0.03_f015_s102,25.0,130.0,102,5.2,50.0,0.03,0.15,7.5,musou_fit,anodised_hi,9.615384615384615,0.011538461538461537,128,40.0,0.0016579498769715428,0.0016671411382655303,"{""depth"": 50.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s23,25.0,104.0,23,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,0.0,0.00022503125364892185,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s23,25.0,104.0,23,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,-20.0,0.0009895797120407224,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s23,25.0,104.0,23,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,-40.0,0.0016821904573589563,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s23,25.0,104.0,23,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,20.0,0.0009742231341078877,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s23,25.0,104.0,23,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,40.0,0.0016797418938949704,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s101,25.0,104.0,101,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,0.0,0.00022101495414972305,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s101,25.0,104.0,101,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,-20.0,0.0009888694621622562,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s101,25.0,104.0,101,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,-40.0,0.0016906058881431818,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s101,25.0,104.0,101,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,20.0,0.000972255424130708,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s101,25.0,104.0,101,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,40.0,0.0016784665640443563,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s102,25.0,104.0,102,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,0.0,0.00022022858320269734,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s102,25.0,104.0,102,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,-20.0,0.0009938034927472472,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s102,25.0,104.0,102,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,-40.0,0.0016893387073650956,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s102,25.0,104.0,102,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,20.0,0.0009682223899289966,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p04.2_d80.0_w0.03_f015_s102,25.0,104.0,102,4.16,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,19.23076923076923,0.014423076923076922,128,40.0,0.0016656463267281651,0.001667949021793902,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 104.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 4.16, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s23,25.0,130.0,23,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,0.0,0.00023462976969312876,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s23,25.0,130.0,23,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,-20.0,0.000988184125162661,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s23,25.0,130.0,23,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,-40.0,0.0016563008539378643,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s23,25.0,130.0,23,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,20.0,0.000978306052275002,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s23,25.0,130.0,23,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,40.0,0.001652341103181243,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s101,25.0,130.0,101,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,0.0,0.00023322808556258678,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s101,25.0,130.0,101,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,-20.0,0.0009879074059426785,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s101,25.0,130.0,101,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,-40.0,0.0016587026184424758,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s101,25.0,130.0,101,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,20.0,0.00098120654001832,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s101,25.0,130.0,101,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,40.0,0.0016484837979078293,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s102,25.0,130.0,102,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,0.0,0.0002329293347429484,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s102,25.0,130.0,102,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,-20.0,0.000982625293545425,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s102,25.0,130.0,102,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,-40.0,0.0016585850389674306,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s102,25.0,130.0,102,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,20.0,0.0009774750797078013,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p05.2_d80.0_w0.03_f015_s102,25.0,130.0,102,5.2,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,15.384615384615383,0.011538461538461537,128,40.0,0.0016448376700282097,0.0016680099458123248,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 130.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 5.2, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
