tag,family,topology,seed,diffuse_frac,roughness,theta,rho,control,params_json
KA_anchor_s23,topo,comb,23,d100,,0.0,0.00035733694676309824,0.04976140335202217,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 6.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08}"
KA_anchor_s23,topo,comb,23,d100,,-20.0,0.001255986513569951,0.04971151426434517,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 6.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08}"
KA_anchor_s23,topo,comb,23,d100,,-40.0,0.002227443503215909,0.049706172198057175,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 6.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08}"
KA_anchor_s23,topo,comb,23,d100,,20.0,0.0012439190177246928,0.04971959441900253,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 6.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08}"
KA_anchor_s23,topo,comb,23,d100,,40.0,0.002209368161857128,0.04970351234078407,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 6.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08}"
K_flat_r30_s23,ridge,flat,23,d85,0.30,0.0,0.04968429356813431,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_flat_r30_s23,ridge,flat,23,d85,0.30,-37.5,0.05044352263212204,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_flat_r30_s23,ridge,flat,23,d85,0.30,-75.0,0.0879201665520668,0.04999997094273567,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_ours_r30_s23,floor,pyramid,23,d85,0.30,0.0,0.004914986435323954,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_ours_r30_s23,floor,pyramid,23,d85,0.30,-37.5,0.007940924726426601,0.04999997466802597,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_ours_r30_s23,floor,pyramid,23,d85,0.30,-75.0,0.01018722727894783,0.049999967217445374,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_cap31_r30_s23,floor,pyramid,23,d85,0.30,0.0,0.01710793748497963,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
K_cap31_r30_s23,floor,pyramid,23,d85,0.30,-37.5,0.020035861060023308,0.04999997466802597,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
K_cap31_r30_s23,floor,pyramid,23,d85,0.30,-75.0,0.03381121903657913,0.049999967217445374,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
K_flat_r15_s23,ridge,flat,23,d85,0.15,0.0,0.04968137666583061,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_flat_r15_s23,ridge,flat,23,d85,0.15,-37.5,0.05043797567486763,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_flat_r15_s23,ridge,flat,23,d85,0.15,-75.0,0.08795860409736633,0.04999997094273567,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_ours_r15_s23,floor,pyramid,23,d85,0.15,0.0,0.004084068350493908,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_ours_r15_s23,floor,pyramid,23,d85,0.15,-37.5,0.007384761702269316,0.04999997466802597,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_ours_r15_s23,floor,pyramid,23,d85,0.15,-75.0,0.008744086138904095,0.049999967217445374,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_cap31_r15_s23,floor,pyramid,23,d85,0.15,0.0,0.01657039485871792,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
K_cap31_r15_s23,floor,pyramid,23,d85,0.15,-37.5,0.019704250618815422,0.04999997466802597,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
K_cap31_r15_s23,floor,pyramid,23,d85,0.15,-75.0,0.033191028982400894,0.049999967217445374,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 4.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
