tag,family,topology,face_w,tip_flat,seed,diffuse_frac,theta,rho,control,params_json
P57_p02_f100,floor,pyramid,100.0,0.0,23,d100,40.0,0.0012998146703466773,0.04999997466802597,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P57_e19_f60,floor,pyramid,60.0,1.9,23,d76,0.0,0.0064665209501981735,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.9, ""winding"": ""out""}"
P57_e19_f60,floor,pyramid,60.0,1.9,23,d76,-20.0,0.0066451746970415115,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.9, ""winding"": ""out""}"
P57_e19_f60,floor,pyramid,60.0,1.9,23,d76,20.0,0.006643314380198717,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.9, ""winding"": ""out""}"
P57_e19_f60,floor,pyramid,60.0,1.9,23,d76,-40.0,0.00699597829952836,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.9, ""winding"": ""out""}"
P57_e19_f60,floor,pyramid,60.0,1.9,23,d76,40.0,0.006994381546974182,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.9, ""winding"": ""out""}"
P57_e20_f60,floor,pyramid,60.0,2.0,23,d76,0.0,0.0064665209501981735,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P57_e20_f60,floor,pyramid,60.0,2.0,23,d76,-20.0,0.0066451746970415115,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P57_e20_f60,floor,pyramid,60.0,2.0,23,d76,20.0,0.006643314380198717,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P57_e20_f60,floor,pyramid,60.0,2.0,23,d76,-40.0,0.00699597829952836,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P57_e20_f60,floor,pyramid,60.0,2.0,23,d76,40.0,0.006994381546974182,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P57_e20_f100,floor,pyramid,100.0,2.0,23,d76,0.0,0.006451139226555824,0.04999997466802597,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P57_e20_f100,floor,pyramid,100.0,2.0,23,d76,-20.0,0.006632526870816946,0.04999997466802597,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P57_e20_f100,floor,pyramid,100.0,2.0,23,d76,20.0,0.0066342828795313835,0.04999997466802597,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P57_e20_f100,floor,pyramid,100.0,2.0,23,d76,-40.0,0.006988996639847755,0.04999997466802597,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P57_e20_f100,floor,pyramid,100.0,2.0,23,d76,40.0,0.0069956486113369465,0.04999997466802597,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P57_flat_f60,ridge,flat,60.0,,23,d76,0.0,0.007927748374640942,0.04999997094273567,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P57_flat_f60,ridge,flat,60.0,,23,d76,-20.0,0.007600817363709211,0.04999997094273567,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P57_flat_f60,ridge,flat,60.0,,23,d76,20.0,0.007641579024493694,0.04999997094273567,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P57_flat_f60,ridge,flat,60.0,,23,d76,-40.0,0.00832749716937542,0.04999997094273567,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P57_flat_f60,ridge,flat,60.0,,23,d76,40.0,0.008306201547384262,0.04999997094273567,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P57_flat_f100,ridge,flat,100.0,,23,d76,0.0,0.009963691234588623,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P57_flat_f100,ridge,flat,100.0,,23,d76,-20.0,0.009979496710002422,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P57_flat_f100,ridge,flat,100.0,,23,d76,20.0,0.009979495778679848,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P57_flat_f100,ridge,flat,100.0,,23,d76,-40.0,0.010304492898285389,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P57_flat_f100,ridge,flat,100.0,,23,d76,40.0,0.01030457392334938,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
